relationship_id,person_id_a,person_id_b,relationship_type,directed,strength,source,description
REL0039908,P05667,P08367,friend,false,0.68,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039909,P05668,P06412,friend,false,0.55,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039910,P05668,P07464,friend,false,0.78,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039911,P05668,P07953,friend,false,0.76,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039912,P05669,P06010,friend,false,0.78,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039913,P05669,P06145,friend,false,0.58,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0039914,P05669,P06727,friend,false,0.86,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039915,P05669,P07551,friend,false,0.88,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039916,P05669,P09742,friend,false,0.50,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039917,P05670,P08048,friend,false,0.60,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039918,P05670,P08119,friend,false,0.50,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039919,P05670,P08625,friend,false,0.88,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039920,P05671,P05745,friend,false,0.75,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039921,P05671,P07415,friend,false,0.76,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039922,P05671,P07418,friend,false,0.70,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0039923,P05671,P07534,friend,false,0.70,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039924,P05671,P08363,friend,false,0.88,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039925,P05671,P08737,friend,false,0.79,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039926,P05671,P09244,friend,false,0.80,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039927,P05671,P09912,friend,false,0.54,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039928,P05672,P06415,friend,false,0.74,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039929,P05672,P08504,friend,false,0.48,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039930,P05672,P08582,friend,false,0.64,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0039931,P05672,P09011,friend,false,0.80,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039932,P05672,P09625,friend,false,0.77,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0039933,P05672,P09744,friend,false,0.47,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039934,P05673,P06019,friend,false,0.70,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039935,P05673,P06232,friend,false,0.64,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039936,P05673,P07413,friend,false,0.54,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039937,P05673,P07785,friend,false,0.78,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039938,P05673,P08492,friend,false,0.78,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039939,P05673,P09001,friend,false,0.69,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039940,P05673,P09970,friend,false,0.64,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039941,P05674,P06530,friend,false,0.74,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039942,P05674,P07435,friend,false,0.89,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039943,P05674,P08075,friend,false,0.42,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039944,P05674,P08098,friend,false,0.91,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039945,P05675,P05719,friend,false,0.88,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039946,P05675,P05810,friend,false,0.57,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039947,P05675,P06646,friend,false,0.89,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0039948,P05675,P07506,friend,false,0.63,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039949,P05675,P07842,friend,false,0.49,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039950,P05675,P09399,friend,false,0.50,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039951,P05676,P06532,friend,false,0.88,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039952,P05676,P06982,friend,false,0.74,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039953,P05676,P08250,friend,false,0.86,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039954,P05677,P07500,friend,false,0.44,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039955,P05677,P07951,friend,false,0.45,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0039956,P05677,P07973,friend,false,0.54,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039957,P05678,P08105,friend,false,0.79,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039958,P05678,P08339,friend,false,0.79,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039959,P05679,P06137,friend,false,0.87,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039960,P05679,P06425,friend,false,0.53,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039961,P05679,P08775,friend,false,0.86,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039962,P05679,P09512,friend,false,0.70,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0039963,P05680,P06537,friend,false,0.53,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039964,P05680,P07206,friend,false,0.79,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039965,P05680,P07480,friend,false,0.78,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039966,P05680,P08946,friend,false,0.79,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039967,P05680,P09887,friend,false,0.45,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039968,P05681,P05727,friend,false,0.43,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039969,P05681,P06501,friend,false,0.83,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039970,P05681,P07997,friend,false,0.65,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039971,P05681,P08232,friend,false,0.67,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039972,P05681,P08421,friend,false,0.75,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039973,P05681,P08631,friend,false,0.53,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039974,P05681,P08702,friend,false,0.88,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039975,P05681,P08792,friend,false,0.47,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0039976,P05681,P08827,friend,false,0.68,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0039977,P05681,P09076,friend,false,0.70,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039978,P05681,P09156,friend,false,0.73,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039979,P05681,P09423,friend,false,0.48,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039980,P05682,P06080,friend,false,0.57,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0039981,P05682,P06112,friend,false,0.86,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039982,P05683,P05794,friend,false,0.88,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039983,P05683,P09168,friend,false,0.47,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039984,P05684,P07049,friend,false,0.80,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039985,P05684,P08227,friend,false,0.86,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039986,P05684,P09498,friend,false,0.53,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039987,P05685,P05767,friend,false,0.88,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0039988,P05685,P06158,friend,false,0.65,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039989,P05685,P06793,friend,false,0.58,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039990,P05685,P07166,friend,false,0.49,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039991,P05685,P07326,friend,false,0.61,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039992,P05685,P07921,friend,false,0.90,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0039993,P05685,P08359,friend,false,0.56,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039994,P05686,P08145,friend,false,0.64,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039995,P05687,P07469,friend,false,0.45,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039996,P05687,P07677,friend,false,0.81,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039997,P05687,P08776,friend,false,0.69,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0039998,P05688,P07598,friend,false,0.50,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0039999,P05689,P06173,friend,false,0.70,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040000,P05689,P06415,friend,false,0.53,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040001,P05689,P06940,friend,false,0.89,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040002,P05689,P07388,friend,false,0.60,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040003,P05690,P06240,friend,false,0.58,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040004,P05690,P06662,friend,false,0.60,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040005,P05690,P09215,friend,false,0.80,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040006,P05691,P06656,friend,false,0.57,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040007,P05691,P06799,friend,false,0.77,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040008,P05691,P08285,friend,false,0.80,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040009,P05691,P09028,friend,false,0.90,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040010,P05692,P06514,friend,false,0.50,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040011,P05692,P07596,friend,false,0.43,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040012,P05692,P07680,friend,false,0.83,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040013,P05692,P08509,friend,false,0.59,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0040014,P05692,P08686,friend,false,0.65,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040015,P05692,P09932,friend,false,0.43,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040016,P05692,P09947,friend,false,0.60,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040017,P05693,P05883,friend,false,0.58,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040018,P05693,P06177,friend,false,0.48,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040019,P05693,P06501,friend,false,0.63,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0040020,P05693,P07931,friend,false,0.45,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040021,P05693,P08015,friend,false,0.76,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040022,P05693,P09427,friend,false,0.70,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040023,P05693,P09693,friend,false,0.57,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0040024,P05694,P05729,friend,false,0.70,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040025,P05694,P05795,friend,false,0.83,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040026,P05694,P06543,friend,false,0.43,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040027,P05694,P08879,friend,false,0.90,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040028,P05694,P08940,friend,false,0.73,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0040029,P05694,P09930,friend,false,0.51,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040030,P05695,P06568,friend,false,0.61,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040031,P05695,P06632,friend,false,0.72,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040032,P05695,P09998,friend,false,0.71,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040033,P05696,P05729,friend,false,0.76,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040034,P05696,P05805,friend,false,0.86,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040035,P05696,P06147,friend,false,0.69,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0040036,P05696,P06877,friend,false,0.62,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040037,P05696,P06905,friend,false,0.84,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040038,P05696,P08671,friend,false,0.56,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040039,P05697,P08259,friend,false,0.75,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040040,P05698,P07503,friend,false,0.54,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040041,P05698,P09581,friend,false,0.50,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040042,P05699,P07209,friend,false,0.81,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040043,P05699,P09198,friend,false,0.73,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040044,P05699,P09543,friend,false,0.88,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040045,P05700,P06536,friend,false,0.46,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040046,P05700,P07526,friend,false,0.82,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040047,P05700,P07586,friend,false,0.70,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040048,P05700,P07919,friend,false,0.82,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040049,P05701,P06966,friend,false,0.75,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040050,P05701,P08111,friend,false,0.42,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040051,P05701,P08122,friend,false,0.59,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040052,P05701,P08607,friend,false,0.86,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0040053,P05702,P05822,friend,false,0.63,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040054,P05702,P06000,friend,false,0.69,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040055,P05702,P06314,friend,false,0.49,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040056,P05702,P06327,friend,false,0.52,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040057,P05702,P07729,friend,false,0.84,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040058,P05702,P08566,friend,false,0.65,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040059,P05702,P09026,friend,false,0.55,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040060,P05702,P09666,friend,false,0.45,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040061,P05702,P09860,friend,false,0.87,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040062,P05703,P06490,friend,false,0.55,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040063,P05703,P06997,friend,false,0.78,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040064,P05703,P09314,friend,false,0.81,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040065,P05704,P06879,friend,false,0.52,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040066,P05704,P07310,friend,false,0.86,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040067,P05704,P08768,friend,false,0.91,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040068,P05704,P09095,friend,false,0.46,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040069,P05704,P09181,friend,false,0.59,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040070,P05704,P09555,friend,false,0.79,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0040071,P05705,P06645,friend,false,0.52,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040072,P05705,P07329,friend,false,0.57,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040073,P05705,P07456,friend,false,0.66,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040074,P05705,P08451,friend,false,0.50,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040075,P05705,P08774,friend,false,0.84,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040076,P05705,P08937,friend,false,0.80,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040077,P05705,P09176,friend,false,0.61,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040078,P05705,P09716,friend,false,0.74,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040079,P05706,P06063,friend,false,0.80,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040080,P05706,P07130,friend,false,0.49,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040081,P05707,P06175,friend,false,0.63,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040082,P05707,P06209,friend,false,0.81,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040083,P05707,P06531,friend,false,0.58,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040084,P05707,P08386,friend,false,0.46,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040085,P05708,P06611,friend,false,0.65,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040086,P05708,P07171,friend,false,0.73,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040087,P05708,P07502,friend,false,0.54,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0040088,P05708,P08577,friend,false,0.68,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0040089,P05709,P07572,friend,false,0.83,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040090,P05709,P08449,friend,false,0.48,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0040091,P05710,P06613,friend,false,0.91,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040092,P05710,P06874,friend,false,0.62,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040093,P05711,P07179,friend,false,0.79,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040094,P05711,P07379,friend,false,0.54,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040095,P05712,P08121,friend,false,0.84,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040096,P05712,P08312,friend,false,0.49,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0040097,P05713,P06342,friend,false,0.84,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040098,P05713,P07585,friend,false,0.62,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040099,P05713,P09315,friend,false,0.49,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040100,P05713,P09351,friend,false,0.55,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0040101,P05714,P06512,friend,false,0.80,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040102,P05714,P07434,friend,false,0.89,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0040103,P05714,P07754,friend,false,0.80,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040104,P05714,P09317,friend,false,0.79,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040105,P05714,P09994,friend,false,0.44,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040106,P05715,P08996,friend,false,0.85,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0040107,P05716,P06936,friend,false,0.55,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040108,P05716,P07287,friend,false,0.70,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040109,P05716,P08354,friend,false,0.45,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040110,P05716,P09368,friend,false,0.44,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040111,P05717,P06196,friend,false,0.72,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040112,P05717,P07741,friend,false,0.55,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040113,P05717,P07916,friend,false,0.57,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040114,P05717,P09267,friend,false,0.72,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040115,P05718,P06307,friend,false,0.62,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040116,P05718,P06780,friend,false,0.81,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040117,P05718,P06994,friend,false,0.78,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040118,P05718,P07679,friend,false,0.56,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040119,P05718,P07877,friend,false,0.90,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040120,P05718,P08015,friend,false,0.83,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040121,P05718,P08581,friend,false,0.72,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040122,P05718,P08883,friend,false,0.86,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040123,P05719,P05774,friend,false,0.55,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040124,P05719,P05790,friend,false,0.90,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0040125,P05720,P07601,friend,false,0.66,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040126,P05720,P08186,friend,false,0.73,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0040127,P05720,P08584,friend,false,0.75,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0040128,P05721,P05756,friend,false,0.65,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040129,P05721,P08324,friend,false,0.60,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040130,P05721,P09299,friend,false,0.72,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040131,P05721,P09341,friend,false,0.53,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040132,P05721,P09754,friend,false,0.88,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040133,P05722,P06976,friend,false,0.76,nearby_and_similar_age,两人居住区域相近且处于相似生活阶段，平时保持朋友往来。
REL0040134,P05722,P08750,friend,false,0.82,similar_work_and_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
REL0040135,P05722,P08799,friend,false,0.60,existing_contact,两人在既有的工作、居住或社会往来中逐渐成为朋友。
REL0040136,P05722,P09685,friend,false,0.58,similar_age,两人年龄或职业背景相近，通过共同活动建立了朋友关系。
